,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
0,-25.116999999999997,149.245,363.1,1.2,1.1,2019-12-08,0,Terra,MODIS,100,6.0NRT,316.6,102.6,D
1,-32.263000000000005,123.294,349.3,3.4,1.7,2020-01-03,500,Aqua,MODIS,95,6.0NRT,307.2,287.4,D
2,-36.918,146.782,336.7,1.0,1.0,2020-01-02,1520,Aqua,MODIS,100,6.0NRT,293.9,38.6,N
3,-16.985,138.283,343.4,1.2,1.1,2019-12-12,115,Terra,MODIS,85,6.0NRT,315.4,30.1,D
4,-14.865,131.262,311.5,1.5,1.2,2019-11-17,1335,Terra,MODIS,78,6.0NRT,300.1,11.6,N
5,-30.875,132.752,318.1,1.3,1.1,2020-01-02,1340,Terra,MODIS,96,6.0NRT,300.0,16.6,N
6,-15.277000000000001,143.22799999999998,307.6,1.3,1.1,2019-12-18,1250,Terra,MODIS,21,6.0NRT,292.6,7.2,N
7,-33.177,150.269,352.4,1.3,1.1,2019-11-21,340,Aqua,MODIS,95,6.0NRT,306.2,83.4,D
8,-29.201999999999998,151.679,350.0,1.0,1.0,2019-10-20,340,Aqua,MODIS,94,6.0NRT,303.3,55.2,D
9,-34.323,118.35,340.2,1.3,1.1,2019-12-29,620,Aqua,MODIS,80,6.0NRT,311.4,34.7,D
10,-37.376,148.441,316.4,1.8,1.3,2019-12-30,1445,Aqua,MODIS,91,6.0NRT,277.4,24.2,N
11,-31.635,152.13299999999998,338.2,1.0,1.0,2019-12-19,1505,Aqua,MODIS,100,6.0NRT,293.1,38.1,N
12,-24.245,129.585,337.2,1.0,1.0,2019-12-26,130,Terra,MODIS,58,6.0NRT,318.3,12.6,D
13,-35.63,150.099,324.4,2.1,1.4,2019-12-15,425,Aqua,MODIS,64,6.0NRT,282.3,56.8,D
14,-25.578000000000003,153.012,326.3,1.0,1.0,2019-12-23,340,Aqua,MODIS,40,6.0NRT,297.7,13.3,D
15,-37.571,147.51,303.0,1.4,1.2,2020-01-03,1245,Terra,MODIS,43,6.0NRT,290.6,8.5,N
16,-32.632,122.23899999999999,363.7,1.0,1.0,2020-01-07,155,Terra,MODIS,100,6.0NRT,316.2,81.4,D
17,-16.698,124.001,343.9,4.3,1.9,2019-10-10,445,Aqua,MODIS,87,6.0NRT,315.6,246.0,D
18,-32.707,150.446,318.0,1.9,1.3,2019-12-06,1220,Terra,MODIS,59,6.0NRT,295.0,34.7,N
19,-35.847,136.675,372.5,1.1,1.0,2020-01-03,500,Aqua,MODIS,100,6.0NRT,317.2,105.2,D
20,-28.081,129.11,356.9,2.6,1.6,2019-12-20,205,Terra,MODIS,92,6.0NRT,306.7,252.1,D
21,-32.732,122.02,320.4,1.1,1.1,2020-01-07,1715,Aqua,MODIS,100,6.0NRT,296.6,18.6,N
22,-32.726,150.085,315.2,3.1,1.7,2020-01-04,1330,Terra,MODIS,77,6.0NRT,298.3,50.2,N
23,-29.08,150.80100000000002,311.0,1.1,1.0,2020-01-05,1235,Terra,MODIS,36,6.0NRT,298.8,5.7,N
24,-15.66,124.62200000000001,381.3,2.2,1.4,2019-12-11,500,Aqua,MODIS,100,6.0NRT,307.1,438.9,D
25,-32.342,150.127,332.5,1.0,1.0,2019-12-05,350,Aqua,MODIS,59,6.0NRT,316.5,14.6,D
26,-28.730999999999998,128.65200000000002,339.4,2.5,1.5,2019-12-26,550,Aqua,MODIS,81,6.0NRT,311.0,80.6,D
27,-35.711999999999996,148.236,335.3,1.1,1.1,2020-01-02,415,Aqua,MODIS,79,6.0NRT,298.5,34.5,D
28,-29.959,151.355,338.1,3.9,1.8,2019-11-07,45,Terra,MODIS,85,6.0NRT,302.9,215.0,D
29,-22.831999999999997,149.42600000000002,340.8,1.4,1.2,2020-01-04,405,Aqua,MODIS,69,6.0NRT,317.3,31.6,D
30,-31.489,152.332,331.7,2.2,1.4,2019-11-09,315,Aqua,MODIS,23,6.0NRT,297.2,72.0,D
31,-15.929,125.824,345.8,1.4,1.2,2019-12-18,505,Aqua,MODIS,89,6.0NRT,308.6,56.1,D
32,-12.145,134.254,331.2,1.0,1.0,2019-10-26,445,Aqua,MODIS,67,6.0NRT,306.4,11.1,D
33,-31.305,123.73299999999999,321.9,3.4,1.7,2019-11-11,620,Aqua,MODIS,38,6.0NRT,306.1,38.9,D
34,-15.68,135.093,328.2,1.8,1.3,2019-10-04,55,Terra,MODIS,57,6.0NRT,314.0,19.3,D
35,-30.160999999999998,150.308,326.7,1.6,1.3,2019-12-18,2345,Terra,MODIS,36,6.0NRT,307.3,18.2,D
36,-34.802,150.279,349.4,1.3,1.1,2020-01-03,2345,Terra,MODIS,92,6.0NRT,316.7,47.1,D
37,-13.207,134.503,427.6,1.0,1.0,2019-10-16,120,Terra,MODIS,100,6.0NRT,329.2,447.7,D
38,-32.824,150.231,337.0,1.6,1.2,2019-12-17,415,Aqua,MODIS,65,6.0NRT,303.2,48.3,D
39,-30.641,123.008,360.8,1.1,1.0,2019-11-24,550,Aqua,MODIS,100,6.0NRT,326.2,68.7,D
40,-36.663000000000004,147.891,350.6,2.1,1.4,2020-01-03,40,Terra,MODIS,95,6.0NRT,298.8,180.6,D
41,-35.417,150.295,338.0,1.7,1.3,2019-12-05,1315,Terra,MODIS,87,6.0NRT,287.8,85.0,N
42,-33.214,122.169,354.7,1.0,1.0,2020-01-11,550,Aqua,MODIS,96,6.0NRT,317.6,50.6,D
43,-32.724000000000004,121.146,301.6,1.0,1.0,2019-12-30,1450,Terra,MODIS,42,6.0NRT,287.1,5.9,N
44,-15.074000000000002,128.27,338.9,1.5,1.2,2019-12-20,450,Aqua,MODIS,64,6.0NRT,310.6,31.3,D
45,-37.481,147.83700000000002,340.1,2.2,1.4,2019-12-20,1550,Aqua,MODIS,100,6.0NRT,270.3,133.1,N
46,-16.695999999999998,142.87,337.2,1.2,1.1,2019-10-09,400,Aqua,MODIS,34,6.0NRT,314.9,19.8,D
47,-31.43,151.304,328.8,2.0,1.4,2019-12-17,415,Aqua,MODIS,64,6.0NRT,303.8,54.1,D
48,-33.798,150.255,326.0,1.4,1.2,2019-12-18,2345,Terra,MODIS,38,6.0NRT,308.1,15.2,D
49,-15.005,127.765,329.9,4.4,1.9,2019-11-24,555,Aqua,MODIS,71,6.0NRT,297.4,127.9,D
50,-31.309,123.85799999999999,338.1,1.1,1.0,2019-11-03,530,Aqua,MODIS,78,6.0NRT,314.6,23.3,D
51,-36.075,147.835,347.3,1.0,1.0,2020-01-04,400,Aqua,MODIS,72,6.0NRT,303.3,37.5,D
52,-34.003,142.247,360.6,1.0,1.0,2019-12-31,430,Aqua,MODIS,100,6.0NRT,324.2,63.4,D
53,-33.107,123.635,379.6,1.0,1.0,2019-12-15,150,Terra,MODIS,100,6.0NRT,318.5,131.5,D
54,-36.921,146.91,301.4,1.0,1.0,2020-01-08,1300,Terra,MODIS,40,6.0NRT,288.7,5.3,N
55,-29.651,152.07,319.5,1.0,1.0,2019-11-09,1240,Terra,MODIS,99,6.0NRT,282.6,20.2,N
56,-15.612,144.03799999999998,339.0,1.2,1.1,2019-11-09,30,Terra,MODIS,83,6.0NRT,301.9,39.0,D
57,-33.324,150.097,375.0,1.5,1.2,2019-12-17,415,Aqua,MODIS,100,6.0NRT,305.0,237.2,D
58,-13.552999999999999,130.418,304.1,1.1,1.0,2019-12-17,1650,Aqua,MODIS,50,6.0NRT,275.2,6.9,N
59,-33.905,150.235,310.8,1.2,1.1,2019-12-07,1305,Terra,MODIS,36,6.0NRT,287.8,14.5,N
60,-33.421,150.225,342.8,1.4,1.2,2019-12-18,2345,Terra,MODIS,88,6.0NRT,311.4,49.9,D
61,-12.133,133.493,407.0,1.0,1.0,2019-10-10,445,Aqua,MODIS,100,6.0NRT,324.8,280.3,D
62,-31.261,152.562,318.5,1.0,1.0,2019-11-07,2350,Terra,MODIS,37,6.0NRT,305.4,7.5,D
63,-29.363000000000003,152.225,325.0,1.3,1.1,2020-01-03,2345,Terra,MODIS,20,6.0NRT,303.5,15.3,D
64,-31.570999999999998,151.95600000000002,302.7,1.9,1.3,2019-11-21,1440,Aqua,MODIS,15,6.0NRT,292.3,10.1,N
65,-12.732000000000001,131.914,352.1,1.1,1.0,2019-10-23,125,Terra,MODIS,94,6.0NRT,316.2,40.4,D
66,-41.501999999999995,147.518,306.4,1.2,1.1,2019-10-25,1500,Aqua,MODIS,68,6.0NRT,278.6,14.9,N
67,-32.165,151.398,343.4,1.0,1.0,2019-12-30,345,Aqua,MODIS,86,6.0NRT,306.4,39.6,D
68,-30.03,152.614,361.7,1.0,1.0,2019-11-08,1510,Aqua,MODIS,100,6.0NRT,298.4,93.9,N
69,-35.885999999999996,148.317,320.1,1.0,1.0,2020-01-01,1255,Terra,MODIS,61,6.0NRT,291.0,16.0,N
70,-34.031,150.203,357.5,2.9,1.6,2019-12-06,435,Aqua,MODIS,98,6.0NRT,303.7,331.4,D
71,-35.158,150.3,335.7,1.0,1.0,2019-12-21,350,Aqua,MODIS,57,6.0NRT,293.4,17.5,D
72,-13.175,136.059,324.3,3.1,1.7,2019-11-10,405,Aqua,MODIS,42,6.0NRT,305.9,40.0,D
73,-15.758,128.82,331.2,1.8,1.3,2019-11-11,445,Aqua,MODIS,64,6.0NRT,307.5,32.9,D
74,-32.974000000000004,150.338,339.8,1.0,1.0,2019-12-05,350,Aqua,MODIS,64,6.0NRT,309.6,27.3,D
75,-33.024,150.8,315.6,1.7,1.3,2019-12-30,1310,Terra,MODIS,91,6.0NRT,297.2,23.9,N
76,-37.44,149.461,344.9,1.3,1.1,2020-01-03,2345,Terra,MODIS,92,6.0NRT,308.5,63.5,D
77,-25.055,149.334,312.6,1.9,1.4,2019-12-04,1545,Aqua,MODIS,85,6.0NRT,292.4,28.8,N
78,-19.849,143.451,309.9,1.0,1.0,2019-12-20,1545,Aqua,MODIS,76,6.0NRT,298.9,6.5,N
79,-19.11,144.06799999999998,363.6,1.6,1.3,2019-11-12,350,Aqua,MODIS,100,6.0NRT,310.8,161.5,D
80,-15.536,126.681,309.8,1.1,1.0,2019-10-01,1415,Terra,MODIS,75,6.0NRT,296.7,7.7,N
81,-33.012,123.684,341.5,2.6,1.5,2019-12-09,505,Aqua,MODIS,85,6.0NRT,303.3,136.2,D
82,-32.505,119.723,342.8,4.3,1.9,2019-12-09,645,Aqua,MODIS,89,6.0NRT,307.7,289.4,D
83,-26.101999999999997,119.292,333.0,1.3,1.1,2019-10-26,200,Terra,MODIS,51,6.0NRT,316.6,16.1,D
84,-16.33,125.304,308.1,2.0,1.4,2019-11-22,1350,Terra,MODIS,45,6.0NRT,295.2,14.2,N
85,-27.316999999999997,148.036,303.2,1.9,1.3,2019-10-02,1315,Terra,MODIS,54,6.0NRT,287.5,17.7,N
86,-14.138,136.511,341.8,1.1,1.1,2019-10-21,425,Aqua,MODIS,85,6.0NRT,315.9,35.6,D
87,-25.096,147.545,328.7,1.0,1.0,2019-12-28,400,Aqua,MODIS,11,6.0NRT,288.2,15.4,D
88,-14.142999999999999,133.667,312.0,1.7,1.3,2019-10-18,1320,Terra,MODIS,78,6.0NRT,299.1,13.5,N
89,-35.368,149.681,317.1,1.4,1.2,2019-12-05,1450,Aqua,MODIS,61,6.0NRT,288.0,24.5,N
90,-16.335,125.242,324.0,2.0,1.4,2019-11-22,1350,Terra,MODIS,100,6.0NRT,297.8,48.1,N
91,-28.121,150.47899999999998,316.4,2.8,1.6,2019-10-01,2335,Terra,MODIS,69,6.0NRT,300.4,22.9,D
92,-36.513000000000005,149.536,347.4,1.2,1.1,2019-12-30,1310,Terra,MODIS,100,6.0NRT,301.4,73.2,N
93,-14.887,142.062,331.9,1.2,1.1,2019-10-09,400,Aqua,MODIS,42,6.0NRT,316.3,11.1,D
94,-32.893,150.412,307.1,1.3,1.1,2019-12-04,1235,Terra,MODIS,4,6.0NRT,290.4,9.9,N
95,-36.477,148.183,358.7,3.5,1.8,2020-01-03,1600,Aqua,MODIS,100,6.0NRT,294.6,517.0,N
96,-15.479000000000001,129.985,331.6,2.1,1.4,2019-10-01,205,Terra,MODIS,68,6.0NRT,309.9,37.8,D
97,-37.119,148.157,320.8,1.1,1.0,2019-12-30,1310,Terra,MODIS,0,6.0NRT,298.1,16.3,N
98,-14.26,136.882,322.5,1.9,1.3,2019-10-13,50,Terra,MODIS,40,6.0NRT,305.4,19.7,D
99,-27.884,128.609,332.9,2.3,1.5,2019-12-30,105,Terra,MODIS,70,6.0NRT,308.6,48.7,D
100,-35.732,150.064,367.7,1.1,1.0,2019-12-31,10,Terra,MODIS,97,6.0NRT,294.3,0.0,D
101,-31.351999999999997,151.341,322.0,2.1,1.4,2019-12-20,2335,Terra,MODIS,17,6.0NRT,304.9,16.2,D
102,-15.758,143.069,341.6,1.3,1.1,2019-12-21,355,Aqua,MODIS,35,6.0NRT,313.4,38.0,D
103,-26.204,146.658,356.6,1.7,1.3,2019-10-04,340,Aqua,MODIS,98,6.0NRT,319.3,129.7,D
104,-32.253,123.28,307.6,3.6,1.8,2020-01-02,1520,Terra,MODIS,32,6.0NRT,288.2,49.5,N
105,-37.156,149.625,353.7,1.1,1.0,2020-01-11,410,Aqua,MODIS,93,6.0NRT,300.1,69.4,D
106,-31.706999999999997,152.064,342.9,1.0,1.0,2019-12-05,350,Aqua,MODIS,82,6.0NRT,321.8,27.4,D
107,-31.296,123.992,324.0,1.9,1.4,2019-11-01,125,Terra,MODIS,28,6.0NRT,303.4,29.1,D
108,-30.673000000000002,151.94299999999998,325.6,1.3,1.1,2019-12-18,2345,Terra,MODIS,54,6.0NRT,305.7,16.7,D
109,-31.364,151.241,328.7,1.4,1.2,2019-12-18,2345,Terra,MODIS,61,6.0NRT,302.4,24.2,D
110,-31.357,152.41899999999998,317.0,1.0,1.0,2019-11-09,1240,Terra,MODIS,43,6.0NRT,285.8,16.0,N
111,-33.233000000000004,151.187,337.3,1.1,1.0,2019-12-09,2350,Terra,MODIS,83,6.0NRT,308.9,30.6,D
112,-29.873,152.811,349.1,1.1,1.0,2019-11-08,1510,Aqua,MODIS,100,6.0NRT,298.9,62.5,N
113,-33.551,150.33700000000002,340.0,1.1,1.0,2019-12-14,345,Aqua,MODIS,88,6.0NRT,304.1,40.4,D
114,-35.348,149.576,302.7,1.4,1.2,2019-12-05,1450,Aqua,MODIS,40,6.0NRT,287.5,10.6,N
115,-33.872,150.15,323.5,1.4,1.2,2019-12-15,1530,Aqua,MODIS,100,6.0NRT,290.9,34.9,N
116,-33.696,123.52600000000001,391.6,1.4,1.2,2019-12-21,1455,Terra,MODIS,100,6.0NRT,299.7,349.2,N
117,-14.401,131.15200000000002,323.4,2.1,1.4,2019-10-17,1415,Terra,MODIS,100,6.0NRT,297.6,45.1,N
118,-13.298,134.667,376.2,1.0,1.0,2019-10-10,445,Aqua,MODIS,100,6.0NRT,318.6,119.3,D
119,-25.011,149.3,354.4,4.2,1.9,2019-12-03,1330,Terra,MODIS,100,6.0NRT,296.2,570.7,N
120,-28.724,152.215,313.8,1.1,1.1,2019-12-18,1245,Terra,MODIS,88,6.0NRT,290.0,14.9,N
121,-30.323,150.17600000000002,309.7,1.0,1.0,2019-10-23,1510,Aqua,MODIS,60,6.0NRT,288.7,9.8,N
122,-12.317,132.862,337.6,1.1,1.1,2019-12-24,140,Terra,MODIS,77,6.0NRT,307.5,25.4,D
123,-31.552,152.233,331.0,1.4,1.2,2019-11-20,15,Terra,MODIS,78,6.0NRT,297.8,40.4,D
124,-30.854,152.69,307.8,1.7,1.3,2019-11-21,1440,Aqua,MODIS,72,6.0NRT,292.1,17.6,N
125,-32.795,150.373,316.5,1.2,1.1,2019-12-08,1520,Aqua,MODIS,93,6.0NRT,288.8,20.1,N
126,-12.870999999999999,143.44299999999998,310.1,1.1,1.1,2019-11-23,1600,Aqua,MODIS,79,6.0NRT,294.7,9.0,N
127,-34.791,117.444,424.9,1.4,1.2,2019-11-08,550,Aqua,MODIS,100,6.0NRT,310.3,700.2,D
128,-12.845,134.58700000000002,338.7,1.4,1.2,2019-12-08,425,Aqua,MODIS,40,6.0NRT,312.8,26.2,D
129,-29.654,152.553,329.3,1.2,1.1,2019-12-02,2345,Terra,MODIS,63,6.0NRT,301.5,27.7,D
130,-31.408,151.37,313.2,1.0,1.0,2019-12-19,1505,Aqua,MODIS,86,6.0NRT,295.0,11.4,N
131,-30.105999999999998,150.086,315.9,1.1,1.0,2020-01-09,1520,Aqua,MODIS,39,6.0NRT,291.5,14.1,N
132,-37.4,149.628,345.3,1.0,1.0,2020-01-04,400,Aqua,MODIS,87,6.0NRT,283.3,37.2,D
133,-16.832,143.188,350.1,1.0,1.0,2019-10-07,415,Aqua,MODIS,92,6.0NRT,324.0,36.3,D
134,-12.198,132.235,329.2,1.7,1.3,2019-12-09,510,Aqua,MODIS,57,6.0NRT,305.7,29.4,D
135,-37.281,147.965,353.0,1.1,1.0,2019-12-30,1310,Terra,MODIS,100,6.0NRT,296.1,69.8,N
136,-30.609,152.278,331.2,1.1,1.0,2019-11-16,1245,Terra,MODIS,99,6.0NRT,288.2,33.0,N
137,-15.327,126.78200000000001,304.5,3.6,1.8,2019-10-20,1445,Terra,MODIS,46,6.0NRT,293.1,26.5,N
138,-15.602,126.745,346.2,1.6,1.3,2019-10-02,535,Aqua,MODIS,77,6.0NRT,317.7,60.3,D
139,-15.735,144.485,320.4,3.9,1.8,2019-10-15,325,Aqua,MODIS,33,6.0NRT,306.1,45.1,D
140,-36.158,139.957,358.9,1.0,1.0,2019-12-25,50,Terra,MODIS,99,6.0NRT,316.8,62.9,D
141,-18.424,143.83700000000002,309.6,1.1,1.1,2019-12-18,1555,Aqua,MODIS,78,6.0NRT,294.8,9.0,N
142,-29.288,152.745,342.3,1.5,1.2,2019-11-12,1445,Aqua,MODIS,100,6.0NRT,300.4,81.0,N
143,-30.814,151.89700000000002,338.5,1.1,1.0,2019-11-19,350,Aqua,MODIS,73,6.0NRT,308.5,21.7,D
144,-32.34,115.859,307.5,1.5,1.2,2020-01-09,1525,Terra,MODIS,46,6.0NRT,290.9,14.5,N
145,-37.618,148.614,328.9,1.0,1.0,2020-01-01,1255,Terra,MODIS,100,6.0NRT,289.3,25.5,N
146,-14.802999999999999,144.941,334.3,1.1,1.0,2019-11-19,355,Aqua,MODIS,82,6.0NRT,307.6,18.9,D
147,-35.805,137.143,329.7,1.9,1.3,2020-01-09,420,Aqua,MODIS,38,6.0NRT,308.9,16.9,D
148,-30.064,152.799,344.1,1.1,1.0,2019-11-08,1510,Aqua,MODIS,91,6.0NRT,291.8,53.4,N
149,-31.058000000000003,151.96200000000002,337.7,1.5,1.2,2019-11-12,1445,Aqua,MODIS,100,6.0NRT,291.3,71.7,N
150,-36.028,149.925,372.6,1.6,1.2,2019-12-30,1445,Aqua,MODIS,100,6.0NRT,309.8,236.5,N
151,-32.873000000000005,150.904,333.2,1.8,1.3,2019-12-01,415,Aqua,MODIS,82,6.0NRT,307.9,53.0,D
152,-29.932,152.773,322.7,1.1,1.0,2019-11-08,1510,Aqua,MODIS,54,6.0NRT,294.4,18.0,N
153,-30.467,152.22799999999998,322.5,1.9,1.3,2019-11-18,2335,Terra,MODIS,38,6.0NRT,304.1,27.4,D
154,-14.364,127.448,347.4,3.3,1.7,2019-12-19,545,Aqua,MODIS,92,6.0NRT,300.5,234.7,D
155,-16.739,124.75200000000001,328.8,2.9,1.6,2019-10-01,450,Aqua,MODIS,43,6.0NRT,306.4,57.8,D
156,-32.113,121.566,401.5,1.1,1.0,2019-12-20,210,Terra,MODIS,100,6.0NRT,323.3,262.1,D
157,-31.153000000000002,152.349,339.1,1.9,1.3,2019-11-08,410,Aqua,MODIS,74,6.0NRT,296.0,81.7,D
158,-31.693,151.858,307.0,3.0,1.7,2019-11-15,1200,Terra,MODIS,27,6.0NRT,293.3,33.6,N
159,-33.32,150.167,410.8,1.0,1.0,2019-12-12,355,Aqua,MODIS,94,6.0NRT,302.8,315.6,D
160,-30.74,152.72299999999998,320.3,1.1,1.0,2019-11-08,1510,Aqua,MODIS,72,6.0NRT,289.0,18.8,N
161,-16.396,128.078,335.7,1.0,1.0,2019-12-15,145,Terra,MODIS,61,6.0NRT,311.8,11.8,D
162,-17.043,124.39299999999999,364.0,1.1,1.1,2019-12-05,535,Aqua,MODIS,100,6.0NRT,311.7,90.1,D
163,-28.453000000000003,128.49200000000002,323.5,1.4,1.2,2019-12-31,1355,Terra,MODIS,100,6.0NRT,296.2,32.0,N
164,-34.254,150.44,311.3,1.6,1.3,2019-12-30,1445,Aqua,MODIS,23,6.0NRT,295.2,16.1,N
165,-32.841,150.2,347.9,1.6,1.2,2019-12-17,415,Aqua,MODIS,92,6.0NRT,302.4,91.4,D
166,-32.475,123.175,361.3,1.2,1.1,2020-01-02,555,Aqua,MODIS,94,6.0NRT,328.4,74.1,D
167,-14.460999999999999,132.005,316.3,1.1,1.1,2019-10-23,1340,Terra,MODIS,91,6.0NRT,297.5,11.3,N
168,-11.997,133.25799999999998,354.1,1.0,1.0,2019-10-17,450,Aqua,MODIS,96,6.0NRT,307.2,55.5,D
169,-19.833,143.364,352.0,1.3,1.1,2019-12-24,425,Aqua,MODIS,93,6.0NRT,321.2,49.0,D
170,-22.075,116.545,348.2,2.8,1.6,2019-10-27,525,Aqua,MODIS,90,6.0NRT,320.2,157.0,D
171,-28.595,127.945,360.5,1.5,1.2,2019-10-31,500,Aqua,MODIS,100,6.0NRT,303.0,131.9,D
172,-31.355999999999998,151.694,354.9,1.2,1.1,2019-12-29,1225,Terra,MODIS,100,6.0NRT,293.7,100.1,N
173,-35.828,148.28799999999998,327.0,1.2,1.1,2019-12-31,1530,Aqua,MODIS,31,6.0NRT,290.3,29.1,N
174,-31.474,115.605,340.1,3.9,1.8,2019-12-12,1815,Aqua,MODIS,100,6.0NRT,298.3,308.4,N
175,-26.502,150.66899999999998,311.9,1.0,1.0,2020-01-02,1515,Aqua,MODIS,74,6.0NRT,295.0,8.1,N
176,-33.157,150.19899999999998,363.9,1.9,1.4,2019-12-21,1315,Terra,MODIS,100,6.0NRT,294.5,247.6,N
177,-18.215,125.21700000000001,333.4,2.4,1.5,2019-11-24,125,Terra,MODIS,51,6.0NRT,308.7,43.6,D
178,-37.262,149.83700000000002,325.6,1.1,1.0,2020-01-11,410,Aqua,MODIS,74,6.0NRT,298.3,18.5,D
179,-34.992,150.44899999999998,330.7,1.1,1.1,2019-12-25,2355,Terra,MODIS,73,6.0NRT,302.8,24.6,D
180,-37.155,149.786,365.0,2.3,1.5,2020-01-04,1325,Terra,MODIS,100,6.0NRT,286.1,0.0,N
181,-34.251999999999995,150.218,339.5,1.0,1.0,2019-12-21,350,Aqua,MODIS,83,6.0NRT,309.1,26.3,D
182,-24.588,151.759,333.8,1.7,1.3,2019-12-20,25,Terra,MODIS,62,6.0NRT,307.5,40.8,D
183,-30.916999999999998,123.62200000000001,302.8,1.1,1.0,2019-12-31,1705,Aqua,MODIS,25,6.0NRT,291.9,5.9,N
184,-14.647,131.19899999999998,377.2,1.3,1.1,2019-10-19,1405,Terra,MODIS,100,6.0NRT,294.6,196.5,N
185,-41.724,148.054,312.6,1.5,1.2,2020-01-03,1245,Terra,MODIS,77,6.0NRT,280.2,23.6,N
186,-19.904,120.719,357.5,1.4,1.2,2019-10-29,230,Terra,MODIS,98,6.0NRT,322.7,85.2,D
187,-12.738,134.622,374.9,1.2,1.1,2019-12-04,450,Aqua,MODIS,100,6.0NRT,322.5,134.5,D
188,-11.845999999999998,142.22,319.4,2.5,1.5,2019-10-03,440,Aqua,MODIS,48,6.0NRT,297.1,31.7,D
189,-35.82,147.611,320.1,1.8,1.3,2020-01-04,1325,Terra,MODIS,60,6.0NRT,290.0,31.6,N
190,-25.334,151.694,312.8,2.0,1.4,2019-12-08,1210,Terra,MODIS,86,6.0NRT,292.4,30.4,N
191,-17.660999999999998,143.789,328.9,2.5,1.5,2019-12-22,440,Aqua,MODIS,32,6.0NRT,310.1,26.6,D
192,-19.577,146.529,337.7,1.4,1.2,2019-12-07,340,Aqua,MODIS,81,6.0NRT,312.2,37.1,D
193,-12.309000000000001,135.933,325.3,1.8,1.3,2019-10-04,55,Terra,MODIS,69,6.0NRT,302.8,24.3,D
194,-36.024,136.987,367.2,1.9,1.4,2020-01-09,420,Aqua,MODIS,100,6.0NRT,299.9,275.4,D
195,-35.274,150.076,346.4,1.8,1.3,2019-12-20,30,Terra,MODIS,91,6.0NRT,296.0,112.1,D
196,-32.065,115.91799999999999,331.2,1.3,1.1,2019-11-15,555,Aqua,MODIS,58,6.0NRT,313.2,11.2,D
197,-13.86,132.69799999999998,310.5,1.4,1.2,2019-12-14,1620,Aqua,MODIS,77,6.0NRT,294.0,11.2,N
198,-15.833,131.392,346.3,1.6,1.2,2019-10-19,150,Terra,MODIS,89,6.0NRT,311.7,58.8,D
199,-18.293,143.779,350.1,1.0,1.0,2019-12-23,1310,Terra,MODIS,100,6.0NRT,301.5,60.7,N
200,-17.305999999999997,143.97,308.2,1.5,1.2,2019-12-21,1320,Terra,MODIS,35,6.0NRT,297.2,8.7,N
201,-28.06,129.016,335.8,2.0,1.4,2019-12-20,450,Aqua,MODIS,0,6.0NRT,280.5,57.6,D
202,-12.155,134.311,357.2,2.4,1.5,2019-10-23,415,Aqua,MODIS,98,6.0NRT,307.5,229.9,D
203,-34.287,150.148,319.2,2.8,1.6,2020-01-04,1325,Terra,MODIS,70,6.0NRT,291.7,60.1,N
204,-11.839,133.23,331.3,2.8,1.6,2019-10-07,415,Aqua,MODIS,84,6.0NRT,301.9,81.5,D
205,-35.251999999999995,150.37,314.8,1.0,1.0,2019-12-25,1250,Terra,MODIS,88,6.0NRT,288.8,13.3,N
206,-29.968000000000004,152.489,353.5,2.1,1.4,2019-11-08,410,Aqua,MODIS,96,6.0NRT,300.3,172.5,D
207,-31.011,151.989,328.8,1.5,1.2,2019-11-09,2340,Terra,MODIS,66,6.0NRT,303.8,32.4,D
208,-32.757,150.127,300.4,3.1,1.7,2019-12-19,1330,Terra,MODIS,7,6.0NRT,290.1,16.6,N
209,-32.672,151.001,316.8,1.0,1.0,2020-01-04,1505,Aqua,MODIS,93,6.0NRT,298.0,11.4,N
210,-32.428000000000004,121.288,353.5,1.0,1.0,2020-01-07,155,Terra,MODIS,95,6.0NRT,320.6,49.6,D
211,-34.368,118.06,337.8,1.1,1.0,2019-12-30,1450,Terra,MODIS,100,6.0NRT,289.6,46.0,N
212,-27.905,122.78,310.7,1.3,1.1,2019-12-29,1720,Aqua,MODIS,51,6.0NRT,299.3,9.4,N
213,-32.443000000000005,121.26799999999999,342.8,1.7,1.3,2020-01-07,615,Aqua,MODIS,84,6.0NRT,322.6,44.5,D
214,-35.931999999999995,148.33,332.9,1.0,1.0,2020-01-02,1515,Aqua,MODIS,88,6.0NRT,292.1,29.3,N
215,-32.961999999999996,120.613,333.4,1.6,1.2,2019-12-05,530,Aqua,MODIS,41,6.0NRT,308.5,40.8,D
216,-15.682,126.62200000000001,338.0,1.2,1.1,2019-10-17,205,Terra,MODIS,71,6.0NRT,321.7,18.2,D
217,-35.674,150.018,449.8,1.6,1.2,2019-12-30,1445,Aqua,MODIS,100,6.0NRT,326.7,1394.5,N
218,-36.001,149.835,303.8,3.8,1.8,2020-01-02,1340,Terra,MODIS,57,6.0NRT,286.1,49.2,N
219,-29.221999999999998,152.351,309.1,1.0,1.0,2019-11-25,1240,Terra,MODIS,74,6.0NRT,292.3,7.9,N
220,-32.683,122.152,348.3,1.0,1.0,2020-01-11,550,Aqua,MODIS,76,6.0NRT,319.5,32.9,D
221,-20.978,136.629,341.7,1.0,1.0,2019-12-21,110,Terra,MODIS,80,6.0NRT,317.9,16.8,D
